serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,heatingCosts,date
300,floor_heating,TRUE,TRUE,30,5.01,1499,2019,114051765,district_heating,TRUE,TRUE,1199,31.09,first_time_use,sophisticated,no,TRUE,apartment,81737,1,2,1,TRUE,1,Perlach,NA,Feb20
0,NA,FALSE,TRUE,29,7.36,2450,2016,105890539,electricity:combined_heat_and_power_fossil_fuels,FALSE,TRUE,2450,71,NA,NA,NA,TRUE,NA,80639,1.5,11,1,FALSE,3,Nymphenburg,NA,Sep18
100,NA,FALSE,TRUE,3,7.04,600,1970,103465015,NA,FALSE,TRUE,500,23,well_kept,normal,no,TRUE,apartment,81549,1,2,1,FALSE,1,Ramersdorf,NA,May19
300,central_heating,FALSE,TRUE,15,4.85,2000,1986,112512627,gas,TRUE,TRUE,1600,108.16,well_kept,normal,no,TRUE,apartment,81545,3,1,3,FALSE,5,Harlaching,NA,Oct19
95,central_heating,FALSE,TRUE,21,5.1,NA,NA,114545505,oil,FALSE,TRUE,970,33,well_kept,NA,no,TRUE,NA,81241,1,NA,1,FALSE,1,Pasing,NA,Feb20
385,floor_heating,FALSE,FALSE,8,5.46,NA,NA,112543218,NA,FALSE,FALSE,2180,141,NA,NA,NA,FALSE,apartment,81241,3,4,3,FALSE,6,Pasing,95,Oct19
290,heat_pump,FALSE,TRUE,4,4.75,1859,2018,115603488,geothermal,TRUE,TRUE,1569,85,mint_condition,sophisticated,no,TRUE,terraced_flat,80997,3,0,3,TRUE,4,Allach,NA,Feb20
200,NA,FALSE,FALSE,6,6.13,1200,NA,111363404,NA,TRUE,FALSE,1000,68,NA,NA,NA,FALSE,roof_storey,81249,2,3,2,FALSE,3,Aubing,NA,May19
0,NA,FALSE,TRUE,29,5.74,2450,1976,115242680,heat_supply,FALSE,FALSE,2450,80,NA,NA,NA,TRUE,NA,80798,2,4,2,FALSE,3,Maxvorstadt,NA,Feb20
0,NA,FALSE,FALSE,22,5.85,1250,1965,115442614,gas,FALSE,TRUE,1250,32,NA,NA,NA,FALSE,NA,81543,1.5,1,1,FALSE,1,Au,NA,Feb20
0,NA,FALSE,TRUE,29,5.39,2850,2016,113580647,electricity:combined_heat_and_power_fossil_fuels,FALSE,TRUE,2850,74,NA,NA,NA,TRUE,NA,80639,2,14,2,FALSE,3,Nymphenburg,NA,Feb20
300,NA,FALSE,TRUE,8,4.8,1200,1974,115568665,NA,TRUE,TRUE,900,39,modernized,normal,negotiable,TRUE,ground_floor,81737,1,0,1,FALSE,1,Perlach,NA,Feb20
0,NA,FALSE,FALSE,14,8.02,1290,2013,94285277,combined_heat_and_power_fossil_fuels,TRUE,FALSE,1290,22,mint_condition,luxury,negotiable,TRUE,apartment,80797,1,1,1,FALSE,1,Schwabing_West,0,Sep18
150,heat_pump,FALSE,FALSE,5,7.5,1650,2017,110617985,NA,TRUE,FALSE,1500,58.4,first_time_use,sophisticated,NA,TRUE,apartment,80802,2,5,2,FALSE,2,Schwabing_West,65,May19
0,NA,FALSE,TRUE,29,7.48,1750,1971,106115318,district_heating,FALSE,TRUE,1750,57,NA,NA,NA,TRUE,NA,81369,2,3,2,FALSE,2,Sendling_Westpark,NA,Sep18
80,central_heating,FALSE,TRUE,8,8.39,650,1971,66938244,district_heating,TRUE,FALSE,530,19.26,well_kept,sophisticated,no,TRUE,apartment,80809,1,NA,1,FALSE,1,Milbertshofen,40,Sep18
160,NA,FALSE,TRUE,5,7.48,NA,NA,106849101,NA,FALSE,FALSE,1500,84,NA,NA,no,TRUE,NA,81373,3,3,3,FALSE,4,Sendling_Westpark,NA,Sep18
100,central_heating,FALSE,FALSE,12,6.09,845,2000,111163162,oil,TRUE,FALSE,745,42,mint_condition,sophisticated,no,FALSE,half_basement,81739,1,0,1,FALSE,2,Perlach,60,May19
NA,central_heating,FALSE,TRUE,23,5.42,2800,1900,115557840,NA,TRUE,FALSE,2800,118,fully_renovated,sophisticated,no,FALSE,roof_storey,80469,3.5,5,3,FALSE,5,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
200,central_heating,FALSE,TRUE,8,7.59,1552,2009,107346317,NA,FALSE,TRUE,1352,85,mint_condition,sophisticated,negotiable,TRUE,ground_floor,80809,3,0,3,TRUE,4,Milbertshofen,NA,Sep18
0,NA,FALSE,FALSE,27,7.09,1980,1897,111391978,NA,FALSE,FALSE,1980,77,NA,NA,NA,FALSE,NA,80799,3,3,3,FALSE,3,Maxvorstadt,NA,May19
90,heat_pump,FALSE,TRUE,11,7.35,2015,2013,106823502,electricity,FALSE,TRUE,1850,110.59,mint_condition,sophisticated,NA,FALSE,apartment,80933,3,1,3,FALSE,5,Hasenbergl,75,Sep18
300,central_heating,FALSE,TRUE,12,5.34,2480,1981,115424666,gas,TRUE,TRUE,2100,120,modernized,NA,no,TRUE,roof_storey,81673,4,4,4,FALSE,5,Berg_am_Laim,NA,Feb20
200,self_contained_central_heating,FALSE,TRUE,2,6.42,NA,1900,110786271,gas,FALSE,TRUE,3600,101,first_time_use_after_refurbishment,NA,NA,FALSE,apartment,80538,4,2,4,FALSE,5,Lehel,NA,May19
87.36,central_heating,FALSE,TRUE,7,5.59,1326.04,2018,104112723,district_heating,FALSE,TRUE,1040.36,54.9,first_time_use,sophisticated,negotiable,TRUE,apartment,81379,2,1,2,FALSE,2,Obersendling,87.84,Feb20
300,central_heating,FALSE,FALSE,13,5.74,2200,1984,95760383,gas,FALSE,FALSE,2100,85,modernized,NA,no,TRUE,apartment,80336,3,NA,3,FALSE,4,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
145,central_heating,FALSE,TRUE,11,7.44,1549,1965,109921306,gas,FALSE,FALSE,1334,93.9,well_kept,normal,NA,TRUE,apartment,80807,3,5,3,FALSE,4,Milbertshofen,70,May19
0,NA,FALSE,TRUE,29,5.46,3100,2017,115208592,district_heating,FALSE,FALSE,3100,86,NA,NA,NA,TRUE,NA,81927,3,1,3,FALSE,4,Bogenhausen,NA,Feb20
185,central_heating,FALSE,TRUE,14,7.43,1385,1984,107296097,NA,TRUE,TRUE,1200,50.45,well_kept,NA,NA,TRUE,apartment,80336,2,3,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,Sep18
210,central_heating,FALSE,TRUE,18,7.59,1510,1963,107365606,gas,TRUE,TRUE,1300,71,well_kept,sophisticated,no,FALSE,apartment,80807,3,3,3,FALSE,3,Milbertshofen,NA,Sep18
232,heat_pump,FALSE,TRUE,15,6.96,NA,2017,110065344,NA,FALSE,TRUE,1560,85.92,NA,NA,NA,TRUE,apartment,80997,3,5,3,FALSE,4,Moosach,NA,May19
226.51,central_heating,TRUE,TRUE,6,7.01,3040.5,2018,107624148,district_heating,FALSE,TRUE,2477.48,141.57,first_time_use,sophisticated,negotiable,TRUE,maisonette,81379,5,1,5,FALSE,6,Obersendling,226.51,May19
250,central_heating,FALSE,TRUE,13,5.85,1830,1890,113481588,gas,FALSE,TRUE,1580,63,fully_renovated,sophisticated,negotiable,FALSE,apartment,80797,3,2,3,TRUE,3,Maxvorstadt,NA,Oct19
45,gas_heating,FALSE,TRUE,7,5.96,865,1935,113328695,gas,TRUE,FALSE,820,34,well_kept,sophisticated,negotiable,FALSE,apartment,81379,1,3,1,FALSE,1,Obersendling,NA,Oct19
120,central_heating,FALSE,TRUE,8,5.38,1095,2002,77429184,NA,TRUE,TRUE,975,56.45,mint_condition,sophisticated,no,TRUE,NA,81827,2,1,2,FALSE,2,Trudering,NA,Oct19
NA,district_heating,TRUE,TRUE,4,5.54,NA,2020,115562361,district_heating,TRUE,TRUE,3650,126,first_time_use,sophisticated,NA,TRUE,ground_floor,80805,4,NA,4,TRUE,6,Schwabing,NA,Feb20
300,floor_heating,TRUE,TRUE,5,7.05,2800,2019,111252789,district_heating,FALSE,TRUE,2500,93,first_time_use,sophisticated,no,TRUE,apartment,80335,3,5,3,TRUE,4,Ludwigsvorstadt_Isarvorstadt,NA,May19
401.15,NA,FALSE,TRUE,2,4.47,3226.15,1897,113391080,NA,TRUE,FALSE,2825,113,NA,NA,NA,TRUE,NA,80331,3,NA,3,FALSE,5,Altstadt,NA,Oct19
0,NA,FALSE,FALSE,29,5.9,2600,1963,115583985,gas,FALSE,TRUE,2600,106,NA,NA,NA,FALSE,NA,80807,3,4,3,FALSE,5,Milbertshofen,NA,Feb20
250,floor_heating,FALSE,TRUE,15,5.09,1980,2017,96143306,NA,TRUE,TRUE,1730,88.21,first_time_use,sophisticated,negotiable,TRUE,apartment,81737,4,3,4,FALSE,4,Perlach,NA,Oct19
200,floor_heating,TRUE,TRUE,19,6.1,1700,2019,111000231,gas,TRUE,TRUE,1630,93,first_time_use,sophisticated,no,FALSE,apartment,81245,3,1,3,FALSE,4,Aubing,60,May19
260,central_heating,TRUE,TRUE,2,6.83,2600,2019,111159361,gas,FALSE,TRUE,2250,105,first_time_use,sophisticated,NA,TRUE,NA,81927,3,1,3,FALSE,5,Bogenhausen,NA,May19
170,central_heating,TRUE,FALSE,2,7.38,1150,2018,106676749,gas,FALSE,TRUE,980,57.35,first_time_use,sophisticated,no,TRUE,roof_storey,81377,2,3,2,FALSE,2,Sendling_Westpark,NA,Sep18
205,central_heating,FALSE,TRUE,12,6.62,1755,NA,98470096,gas,FALSE,TRUE,1550,89.9,refurbished,normal,negotiable,FALSE,apartment,81247,3,1,3,TRUE,4,Obermenzing,NA,Oct19
376,NA,FALSE,FALSE,18,7.82,5070,NA,105771010,NA,FALSE,TRUE,4294,245.35,need_of_renovation,normal,NA,FALSE,ground_floor,80796,6.5,0,5,FALSE,7,Schwabing_West,400,Sep18
0,NA,FALSE,TRUE,29,6.21,1900,1936,113512080,gas,FALSE,FALSE,1900,56,NA,NA,NA,FALSE,NA,80803,2,2,2,FALSE,2,Schwabing_West,NA,Oct19
260,NA,FALSE,TRUE,13,4.47,NA,1880,113165682,NA,TRUE,TRUE,1900,52.4,mint_condition,NA,no,TRUE,NA,80331,2,2,2,FALSE,2,Altstadt,NA,Oct19
90,district_heating,FALSE,TRUE,9,8.38,720,1973,101814137,district_heating,TRUE,TRUE,630,30,well_kept,sophisticated,NA,FALSE,apartment,80333,1,1,1,FALSE,1,Maxvorstadt,NA,Feb20
380,NA,TRUE,TRUE,6,4.6,2652,2019,114583395,NA,TRUE,TRUE,2177,101.3,first_time_use,sophisticated,no,TRUE,ground_floor,81477,2,0,2,TRUE,5,Solln,NA,Feb20
375,district_heating,FALSE,FALSE,10,5.39,2405,2014,93960876,district_heating,TRUE,TRUE,1790,87,mint_condition,sophisticated,NA,TRUE,apartment,80639,2.5,11,2,FALSE,4,Nymphenburg,NA,Feb20
131.23,central_heating,TRUE,TRUE,6,6.03,1844.72,2018,104048567,district_heating,FALSE,TRUE,1472.26,82.02,first_time_use,sophisticated,negotiable,TRUE,apartment,81379,3,3,3,FALSE,4,Obersendling,131.23,Oct19
NA,floor_heating,FALSE,FALSE,29,7.09,1090,1980,102167961,district_heating,FALSE,FALSE,900,22,modernized,normal,NA,TRUE,other,80799,1,NA,1,FALSE,1,Maxvorstadt,NA,May19
300,central_heating,TRUE,TRUE,7,7.98,2400,2018,106661580,NA,FALSE,TRUE,2100,113.99,first_time_use,sophisticated,no,TRUE,ground_floor,80805,4,NA,4,FALSE,5,Schwabing,NA,Sep18
205,central_heating,FALSE,TRUE,1,5.78,2170,2016,113571577,district_heating,FALSE,FALSE,1850,116.68,mint_condition,sophisticated,no,TRUE,maisonette,80687,4,NA,4,TRUE,5,Laim,115,Oct19
296,oil_heating,FALSE,TRUE,12,5.15,1916,1968,112233680,NA,TRUE,TRUE,1620,100,first_time_use_after_refurbishment,normal,NA,FALSE,apartment,81247,3,1,3,FALSE,4,Obermenzing,NA,Feb20
180,central_heating,FALSE,FALSE,15,5.38,1320,1954,72709290,gas,TRUE,TRUE,1140,60,fully_renovated,sophisticated,negotiable,FALSE,roof_storey,81827,2,2,2,FALSE,2,Trudering,NA,May19
50,central_heating,FALSE,FALSE,13,5.62,1100,NA,115268493,NA,TRUE,FALSE,1050,13,modernized,sophisticated,no,FALSE,apartment,80337,1,2,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
150,central_heating,FALSE,TRUE,8,5.71,1650,1994,113503573,gas,TRUE,TRUE,1500,44,mint_condition,sophisticated,NA,TRUE,roof_storey,81667,2,4,2,FALSE,2,Haidhausen,NA,Oct19
0,NA,FALSE,TRUE,23,7.06,1450,1973,111188800,district_heating,FALSE,FALSE,1450,32,NA,NA,NA,TRUE,NA,80337,1,4,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,May19
100,central_heating,TRUE,TRUE,17,6.13,NA,2018,111422241,NA,FALSE,TRUE,1490,64.89,first_time_use,sophisticated,NA,TRUE,roof_storey,81735,3,2,3,FALSE,3,Perlach,95,May19
200,central_heating,FALSE,TRUE,13,6.86,1676,1937,110792637,gas,TRUE,TRUE,1476,81.73,modernized,sophisticated,negotiable,TRUE,apartment,81675,3,4,3,FALSE,4,Haidhausen,NA,May19
320,central_heating,FALSE,FALSE,19,7.11,1820,1996,111283540,gas,FALSE,FALSE,1500,108,well_kept,NA,negotiable,TRUE,roof_storey,80992,3,4,3,FALSE,5,Neuhausen,NA,May19
450,central_heating,FALSE,TRUE,10,4.85,4270,2013,112066398,natural_gas_light,TRUE,TRUE,3820,225,well_kept,NA,negotiable,TRUE,ground_floor,81545,5,0,5,FALSE,7,Harlaching,NA,Oct19
330,central_heating,TRUE,TRUE,8,6.7,1970,2018,106962722,district_heating,FALSE,TRUE,1490,97.2,first_time_use,sophisticated,NA,TRUE,apartment,81737,4,2,4,FALSE,4,Perlach,NA,Sep18
0,NA,FALSE,TRUE,20,6.71,1350,1972,107323056,oil,FALSE,TRUE,1350,37,NA,NA,NA,TRUE,NA,81245,1,1,1,FALSE,1,Obermenzing,NA,Sep18
168.08,central_heating,FALSE,TRUE,7,5.59,2331.81,2018,104187471,district_heating,FALSE,TRUE,1885.65,105.05,first_time_use,sophisticated,negotiable,TRUE,apartment,81379,4,2,4,FALSE,5,Obersendling,168.08,Feb20
0,NA,FALSE,TRUE,30,4.47,2150,1971,115545235,gas,FALSE,FALSE,2150,73,NA,NA,NA,TRUE,NA,81545,3,2,3,FALSE,3,Harlaching,NA,Feb20
180,central_heating,FALSE,FALSE,10,7.43,1330,1970,107377991,gas,TRUE,FALSE,1150,61,refurbished,normal,NA,FALSE,other,80469,3,4,3,FALSE,3,Ludwigsvorstadt_Isarvorstadt,90,Sep18
250,floor_heating,FALSE,TRUE,17,5.53,2200,2010,115613470,gas,FALSE,TRUE,1990,96,mint_condition,sophisticated,no,TRUE,roof_storey,80638,3,2,3,TRUE,4,Neuhausen,NA,Feb20
300,floor_heating,TRUE,FALSE,26,5.01,2050,2019,114709952,NA,TRUE,TRUE,1750,83,first_time_use,sophisticated,no,TRUE,ground_floor,81737,3,0,3,TRUE,4,Perlach,NA,Feb20
170,central_heating,FALSE,TRUE,13,5.33,1130,1963,110665103,gas,TRUE,TRUE,960,60,mint_condition,sophisticated,negotiable,FALSE,NA,80999,2,1,2,FALSE,2,Untermenzing,NA,Oct19
160,NA,FALSE,TRUE,3,5.88,940,1970,113861731,district_heating,TRUE,TRUE,780,54,fully_renovated,normal,yes,FALSE,other,80637,2,2,2,FALSE,2,Neuhausen,NA,Oct19
180,NA,TRUE,FALSE,9,5.66,2050,2019,115691539,gas,TRUE,FALSE,1870,77.8,first_time_use_after_refurbishment,NA,NA,FALSE,maisonette,81543,3,NA,3,FALSE,3,Untergiesing,NA,Feb20
255,central_heating,TRUE,TRUE,10,5.56,3040,2019,113597939,geothermal,TRUE,TRUE,2655,102.51,first_time_use,luxury,negotiable,FALSE,other,81927,3,2,3,FALSE,5,Bogenhausen,100,Oct19
230,NA,TRUE,TRUE,6,5.87,3398,2019,112165578,environmental_thermal_energy,TRUE,TRUE,3168,120.33,first_time_use,luxury,NA,TRUE,penthouse,80637,4,7,4,FALSE,5,Neuhausen,NA,Oct19
250,NA,FALSE,TRUE,8,5.88,NA,NA,85310503,NA,TRUE,TRUE,2230,121,mint_condition,sophisticated,NA,FALSE,terraced_flat,80638,4,1,4,TRUE,6,Neuhausen,NA,Oct19
340,central_heating,FALSE,TRUE,26,5.56,2990,1984,113809260,NA,TRUE,TRUE,2650,130,refurbished,sophisticated,NA,FALSE,NA,81679,3,2,3,TRUE,6,Bogenhausen,NA,Oct19
200,floor_heating,FALSE,TRUE,9,6.61,1505,2014,111275214,district_heating,TRUE,TRUE,1305,81.56,mint_condition,sophisticated,no,TRUE,terraced_flat,81377,3,0,3,TRUE,4,Hadern,NA,May19
120,central_heating,FALSE,FALSE,12,8.07,950,1956,107373972,gas,TRUE,FALSE,830,41,mint_condition,normal,NA,TRUE,roof_storey,80339,2,6,2,FALSE,2,Schwanthalerhöhe,NA,Sep18
160,gas_heating,FALSE,TRUE,9,6.55,NA,1995,111240763,gas,TRUE,FALSE,1400,82.8,well_kept,NA,NA,TRUE,apartment,81241,3,2,3,FALSE,4,Pasing,NA,May19
195,central_heating,FALSE,TRUE,18,8.67,2210,2003,104851637,gas,TRUE,TRUE,1850,116.15,well_kept,sophisticated,NA,TRUE,maisonette,80686,4,3,4,TRUE,5,Laim,165,Oct19
240,central_heating,FALSE,TRUE,17,6.25,1738,2015,110047676,gas,TRUE,TRUE,1498,107,mint_condition,sophisticated,negotiable,TRUE,roof_storey,81825,2.5,2,2,TRUE,5,Trudering,NA,May19
330,central_heating,FALSE,TRUE,12,6.96,4080,1987,110689757,gas,TRUE,FALSE,3650,143,well_kept,luxury,NA,TRUE,NA,81925,4,NA,4,FALSE,6,Bogenhausen,110,May19
0,NA,TRUE,TRUE,29,5.24,3100,2018,113153831,gas,FALSE,FALSE,3100,128,NA,NA,NA,TRUE,NA,81245,4,4,4,TRUE,6,Obermenzing,NA,Oct19
0,NA,TRUE,TRUE,30,6.26,2400,2019,113613502,district_heating,FALSE,FALSE,2400,78,NA,NA,NA,TRUE,NA,80809,3,1,3,FALSE,3,Milbertshofen,NA,Oct19
180,central_heating,FALSE,TRUE,25,5.26,3690,1911,114732989,gas,FALSE,TRUE,3360,162.54,first_time_use_after_refurbishment,sophisticated,negotiable,TRUE,apartment,81679,4,2,4,FALSE,7,Bogenhausen,150,Feb20
510,central_heating,FALSE,TRUE,21,5.62,NA,1896,115247003,NA,TRUE,TRUE,3850,177,first_time_use_after_refurbishment,luxury,NA,TRUE,apartment,80336,4.5,3,4,FALSE,7,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
160,NA,FALSE,TRUE,7,7,NA,NA,111216929,NA,FALSE,FALSE,1650,78,NA,NA,no,TRUE,NA,81369,3,NA,3,FALSE,3,Obersendling,160,May19
130,floor_heating,TRUE,TRUE,9,5.7,1474,2018,105667534,district_heating,TRUE,TRUE,1219,52.47,mint_condition,sophisticated,NA,TRUE,apartment,81371,2,3,2,FALSE,2,Sendling,NA,Oct19
220,central_heating,FALSE,TRUE,15,5.75,NA,2018,114904392,NA,TRUE,TRUE,2380,71.3,first_time_use,NA,NA,FALSE,apartment,80634,3,3,3,FALSE,3,Neuhausen,NA,Feb20
200,central_heating,FALSE,TRUE,20,7.79,2770,1956,106009528,gas,TRUE,TRUE,2450,131,mint_condition,sophisticated,NA,FALSE,maisonette,81679,5,2,5,FALSE,6,Bogenhausen,120,Sep18
86,central_heating,FALSE,FALSE,13,4.88,1336,1998,61919200,gas,TRUE,FALSE,1150,81,fully_renovated,sophisticated,no,FALSE,roof_storey,81247,2,1,2,TRUE,4,Obermenzing,100,Feb20
250,NA,FALSE,TRUE,13,6.19,1600,1965,110843909,NA,FALSE,TRUE,1400,89,NA,NA,NA,FALSE,apartment,81479,3,NA,3,FALSE,4,Solln,NA,May19
250,central_heating,FALSE,TRUE,10,6.83,1950,NA,111326620,district_heating,TRUE,FALSE,1700,67,first_time_use_after_refurbishment,sophisticated,no,FALSE,raised_ground_floor,81677,2.5,0,2,TRUE,3,Bogenhausen,NA,May19
280,floor_heating,FALSE,TRUE,17,7.04,2270,NA,111267781,NA,TRUE,TRUE,1990,112.5,NA,NA,NA,TRUE,penthouse,81541,4,NA,4,FALSE,5,Ramersdorf,NA,May19
200,self_contained_central_heating,FALSE,TRUE,37,5.71,3700,1910,112669334,gas,TRUE,TRUE,3500,162,mint_condition,sophisticated,negotiable,TRUE,maisonette,81675,5,4,5,TRUE,7,Haidhausen,NA,Oct19
318,floor_heating,FALSE,TRUE,5,5.53,2768,2018,115667268,district_heating,TRUE,TRUE,2350,110.09,mint_condition,sophisticated,NA,TRUE,apartment,80634,4,4,4,FALSE,5,Neuhausen,NA,Feb20
200,floor_heating,FALSE,TRUE,15,6.83,2479.93,1987,111019086,gas,FALSE,TRUE,2179.93,99.54,first_time_use,sophisticated,NA,TRUE,apartment,81677,3,5,3,FALSE,4,Bogenhausen,100,May19
124,NA,FALSE,TRUE,12,5.2,1344,1963,113671708,NA,TRUE,TRUE,1220,42,first_time_use_after_refurbishment,sophisticated,NA,FALSE,raised_ground_floor,81245,1.5,0,1,FALSE,2,Obermenzing,NA,Oct19
450,central_heating,FALSE,TRUE,31,4.58,1600,1966,84161758,district_heating,TRUE,TRUE,1100,62,fully_renovated,sophisticated,no,TRUE,apartment,81477,2,7,2,FALSE,3,Solln,NA,Feb20
450,NA,TRUE,FALSE,37,5.88,NA,2019,112921903,NA,FALSE,FALSE,4698,156.63,NA,NA,NA,FALSE,apartment,80539,4,NA,4,FALSE,7,Maxvorstadt,NA,Oct19
100,floor_heating,TRUE,FALSE,8,6.78,720,2019,110991227,natural_gas_light,TRUE,TRUE,620,19.91,first_time_use,sophisticated,no,TRUE,apartment,81377,1,2,1,FALSE,1,Sendling_Westpark,0,May19
215,central_heating,FALSE,TRUE,20,5.78,1995,1971,113837762,natural_gas_heavy,TRUE,TRUE,1780,108,fully_renovated,sophisticated,NA,FALSE,ground_floor,80686,4,1,4,TRUE,5,Laim,NA,Oct19
0,NA,FALSE,TRUE,29,7.69,1850,NA,110914431,NA,FALSE,FALSE,1850,50,NA,NA,NA,FALSE,NA,80796,2,NA,2,FALSE,2,Schwabing_West,NA,May19
100,gas_heating,FALSE,FALSE,4,5.71,2050,1907,113555852,gas,TRUE,FALSE,1950,100,fully_renovated,sophisticated,negotiable,TRUE,apartment,81675,2,4,2,FALSE,4,Haidhausen,NA,Oct19
570,gas_heating,TRUE,TRUE,18,5.88,4630,2019,112732104,gas,TRUE,TRUE,3900,157,mint_condition,luxury,no,TRUE,roof_storey,80809,5,5,5,FALSE,7,Schwabing_West,NA,Feb20
230,central_heating,FALSE,TRUE,23,5.33,2010,1980,113685843,gas,TRUE,TRUE,1780,115,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,apartment,80997,3.5,1,3,FALSE,5,Untermenzing,NA,Oct19
330,NA,FALSE,FALSE,10,4.65,4220,1900,114632823,NA,TRUE,FALSE,3890,134,NA,NA,NA,FALSE,NA,80538,3,NA,3,FALSE,6,Lehel,NA,Feb20
160,floor_heating,TRUE,TRUE,19,5.23,1560,2019,113831324,gas,FALSE,TRUE,1335,64,first_time_use,sophisticated,NA,FALSE,roof_storey,81249,2,2,2,TRUE,3,Aubing,NA,Oct19
0,combined_heat_and_power_plant,TRUE,TRUE,19,6.13,1900,2018,106260875,NA,TRUE,TRUE,1900,44,first_time_use,sophisticated,no,TRUE,terraced_flat,81737,2,0,2,FALSE,2,Perlach,NA,May19
120,central_heating,FALSE,TRUE,9,5.78,770,NA,113781440,NA,TRUE,TRUE,650,34,refurbished,sophisticated,NA,FALSE,NA,80689,1,1,1,FALSE,1,Laim,NA,Oct19
200,central_heating,FALSE,FALSE,11,5.26,1300,1970,115510661,oil,TRUE,TRUE,1100,51,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,roof_storey,81925,2,2,2,TRUE,2,Bogenhausen,NA,Feb20
577,central_heating,FALSE,TRUE,27,4.45,4577,NA,114913212,NA,TRUE,FALSE,4000,237,NA,NA,yes,TRUE,penthouse,80335,3,6,3,FALSE,7,Altstadt,NA,Feb20
90,self_contained_central_heating,FALSE,FALSE,9,5.82,840,1900,115584707,gas,FALSE,FALSE,750,52,well_kept,NA,no,FALSE,ground_floor,80339,1,NA,1,FALSE,2,Schwanthalerhöhe,NA,Feb20
250,NA,FALSE,FALSE,3,7.23,1500,NA,108180599,NA,TRUE,TRUE,1250,21,first_time_use_after_refurbishment,sophisticated,NA,TRUE,apartment,80637,1,4,1,FALSE,1,Neuhausen,NA,Feb20
220,heat_pump,FALSE,FALSE,16,6.09,1600,1934,111151090,heat_supply,FALSE,FALSE,1380,80,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,other,81735,3,1,3,TRUE,3,Perlach,NA,May19
190,central_heating,FALSE,TRUE,25,6.26,NA,1955,111074529,gas,TRUE,TRUE,2986,131,first_time_use_after_refurbishment,sophisticated,NA,TRUE,terraced_flat,80538,3,6,3,FALSE,6,Lehel,90,May19
116.05,central_heating,TRUE,TRUE,6,7.01,1683.91,2018,105637964,district_heating,FALSE,TRUE,1341.81,72.53,first_time_use,sophisticated,negotiable,TRUE,apartment,81379,2,1,2,FALSE,3,Obersendling,116.05,May19
200,central_heating,FALSE,FALSE,12,5.55,1700,1990,115593744,gas,TRUE,FALSE,1500,60,first_time_use_after_refurbishment,luxury,no,FALSE,roof_storey,80939,2,2,2,FALSE,2,Freimann,NA,Feb20
161.5,district_heating,TRUE,TRUE,5,5.09,1600,2019,113693340,district_heating,TRUE,TRUE,1438.5,52,first_time_use,sophisticated,no,TRUE,terraced_flat,81737,2,NA,2,TRUE,2,Perlach,NA,Oct19
NA,NA,FALSE,FALSE,9,7.34,3632.4,2016,110500232,NA,TRUE,FALSE,3182.4,93.6,NA,NA,NA,TRUE,NA,80469,3,NA,3,FALSE,4,Ludwigsvorstadt_Isarvorstadt,NA,May19
550,gas_heating,FALSE,FALSE,7,8,2350,1897,103936757,gas,TRUE,TRUE,1800,115,NA,normal,NA,FALSE,roof_storey,81543,4,5,4,FALSE,5,Au,NA,May19
274,floor_heating,TRUE,TRUE,9,7.98,3224,2017,106483920,district_heating,TRUE,TRUE,2950,94.32,first_time_use,sophisticated,negotiable,TRUE,apartment,80804,2.5,12,2,FALSE,4,Schwabing,NA,Sep18
200,district_heating,FALSE,TRUE,10,7.69,2600,NA,111149952,district_heating,TRUE,TRUE,2400,125,first_time_use_after_refurbishment,sophisticated,no,TRUE,NA,81379,4,2,4,FALSE,6,Thalkirchen,NA,May19
130,central_heating,FALSE,TRUE,1,7.53,1800,1957,110279369,district_heating,TRUE,TRUE,1580,75.9,well_kept,sophisticated,no,TRUE,apartment,80801,3,2,3,FALSE,3,Schwabing_West,90,May19
0,NA,FALSE,FALSE,22,5.26,1790,NA,115532168,NA,FALSE,FALSE,1790,75,NA,NA,NA,TRUE,NA,81679,2,NA,2,FALSE,3,Bogenhausen,NA,Feb20
130,floor_heating,TRUE,TRUE,2,5.09,1230,2019,113753962,district_heating,TRUE,TRUE,1100,44,first_time_use,sophisticated,no,TRUE,apartment,81737,2,1,2,FALSE,2,Perlach,NA,Oct19
180,oil_heating,FALSE,FALSE,13,5.65,1330,1964,115574203,oil,TRUE,FALSE,1150,63,fully_renovated,sophisticated,NA,FALSE,roof_storey,81549,2,3,2,FALSE,3,Obergiesing,NA,Feb20
